,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
EIF2AK2,245.33666785927284,1.8716620790738416,0.21718407414051039,8.61786061653371,6.821664811561357e-18,4.920047515237579e-16
EDF1,5.988636067886841,-3.6909921971325,0.4289022101318694,-8.605673064724183,7.587023126495377e-18,5.447066877529079e-16
CD59,48.88294823806941,-2.505849911232143,0.2918460446350042,-8.58620480659956,8.988936656212836e-18,6.424229592983383e-16
ELF3,111.04963637542637,-1.8982896205117985,0.221497354957514,-8.570258642031705,1.0325287355711081e-17,7.345904664879879e-16
NDUFA13,8.152072929594814,-3.2660112244876247,0.3822062435599888,-8.545154035336976,1.2836494606602213e-17,9.091360572054351e-16
CSTB,38.188244267556826,-2.169979049826783,0.25459347143942923,-8.523309877343207,1.5505721183180953e-17,1.0932576419872382e-15
TSTD1,5.578077121024513,-3.7635515251519953,0.44182928237126856,-8.518112482163389,1.621746566983627e-17,1.138335771101945e-15
PKIG,10.777728295693255,-2.697247827210384,0.3167688058120882,-8.514878288900803,1.667653635188768e-17,1.165356360269911e-15
GRIA4,15.98980341065137,4.8887321734931914,0.5750303194738323,8.501694620148914,1.868428024921186e-17,1.2998802582228235e-15
OAS1,142.99531357207027,2.2257046235673283,0.26197928059686715,8.495727671655972,1.9669668841076018e-17,1.3624061814459835e-15
TBCA,17.535072325163192,-2.1453938153655683,0.2530162776263419,-8.479271908876619,2.266075269007625e-17,1.5626974322196004e-15
CLU,52.6270563839874,-2.317642798002117,0.27414016434523003,-8.454225609507787,2.809456360813117e-17,1.928955561618543e-15
AL928654.3,3.9610679454287854,-4.146848986883131,0.4905389490760941,-8.45365896977909,2.823131157440967e-17,1.9299170081932314e-15
CHCHD2,12.344911971277808,-2.751681273137324,0.32574892352319823,-8.447245944440896,2.982549789409252e-17,2.030070577440765e-15
FIS1,4.718829006952198,-3.4965784522247847,0.4152306887290928,-8.420809316688157,3.738923864594587e-17,2.533926720819858e-15
RPL38,45.27406137832008,-1.9018360284045597,0.22624193900770845,-8.406204600022283,4.234921042835597e-17,2.8577538007083305e-15
RPL35A,23.487088342152443,-2.299032571117802,0.273567088193047,-8.403907744543645,4.318620032946289e-17,2.9017804605989102e-15
MT-ND1,19353.837558180803,0.46304245089012064,0.05522886137272585,8.384066580065127,5.1129848595560967e-17,3.420913231778745e-15
EPHX1,32.70798395538912,-2.317427380790008,0.278235109880754,-8.329025699823472,8.151037277063101e-17,5.430455894375557e-15
NDUFA2,6.631759846031309,-3.0352103663575254,0.3649251847277275,-8.317349674350677,8.995207385613778e-17,5.96757998835466e-15
TXNL4A,11.498329690577027,-2.4772034946751225,0.2985111658772702,-8.29852875819593,1.0540858874967863e-16,6.9636102559294e-15
TACSTD2,83.24443202159256,-1.8985285769271845,0.22920505741388475,-8.283100723641256,1.2000883638178164e-16,7.894974621049176e-15
FAM166B,7.750515181271085,-3.4287371305844454,0.4140179119280704,-8.28161543691892,1.2151546040778143e-16,7.960781599964782e-15
ATP5MG,37.03289925499884,-1.8844625728607782,0.2280731782408072,-8.262534803067025,1.4261113765643724e-16,9.30404530029943e-15
NDUFC1,5.868866370274127,-2.9746931845861337,0.36005069656221667,-8.261873155610207,1.434040493378011e-16,9.317115155943168e-15
AC011295.1,45.783048061329126,-2.910735443687225,0.3543864471412551,-8.213450224091197,2.1492184238191427e-16,1.3906239208933491e-14
ATP5ME,3.3691321111480037,-3.472228841460946,0.42308404922859155,-8.206948117736546,2.2688154622141796e-16,1.4619912095243256e-14
MSR1,28.013192568915375,2.4521951517761282,0.29964177073129605,8.183756042394823,2.751307904782408e-16,1.7656658851793388e-14
GBP5,193.970607783545,2.380062976293429,0.2910872227552856,8.176459803920444,2.9230497513559546e-16,1.866100318320081e-14
H3-3A,147.32593071979593,-1.9157197789969982,0.23430699777881098,-8.176109963243453,2.9315447346248177e-16,1.866100318320081e-14
KRT17,31.949645996869478,-2.771056968098904,0.3391368623747672,-8.170910554207802,3.0607050330418706e-16,1.9404623078434407e-14
UBE2L6,82.29332578388345,2.0626961932646544,0.2525030915687954,8.168993814884303,3.1097210109309933e-16,1.9636202190710044e-14
ROMO1,3.4125199594398508,-4.50569808219068,0.5528136171799336,-8.15048316858688,3.624730925981545e-16,2.2796657739683134e-14
GADD45GIP1,6.316077438911536,-3.3501636080606656,0.41130983766650947,-8.145109358597404,3.7893927773769e-16,2.373729985605458e-14
TRIM22,271.09862881432343,1.8857712243393685,0.23196522658944238,8.129542742529312,4.3091280044590587e-16,2.6885880799249913e-14
CD84,25.868113464712085,2.642203403409081,0.3252362324619102,8.123951576393079,4.5124585659207705e-16,2.8043235585759793e-14
MS4A7,28.613964208012618,2.612873248784292,0.32490181722630884,8.042039503165682,8.835539659225658e-16,5.469338191417521e-14
CCDC153,4.457360580874053,-3.2655733472998216,0.4065357053714383,-8.03268520858746,9.53621226159038e-16,5.879916289764138e-14
MX1,340.04588016101314,1.8996142521698596,0.23655003051511847,8.03049675382921,9.707878422961332e-16,5.962381736102384e-14
PFDN5,50.48911841363931,-1.784647936867743,0.2223011910432925,-8.02806286593484,9.90237384071597e-16,6.058172136092499e-14
MS4A6A,36.430632461614,2.3573108069018964,0.2937004938016223,8.026240529558402,1.0050507671121627e-15,6.12496636097075e-14
LRRC23,36.24512171180426,-2.041822604061082,0.25528738019138303,-7.998133721025985,1.2631914779719828e-15,7.668401393109454e-14
S100A13,8.49495606983314,-2.5433918224947614,0.31866034288644146,-7.981513480643966,1.4454978858613554e-15,8.707878643447544e-14
FBL,16.994818752506298,-2.333241237800187,0.2923273326353086,-7.9816047879142715,1.4444287859464411e-15,8.707878643447544e-14
C12orf75,22.980810389738615,-2.4672109458661002,0.30942432727450786,-7.973551942725233,1.541777690202818e-15,9.252431535518666e-14
ALOX15,127.47912217604774,-1.8496687243946561,0.23223359795713688,-7.964690469705626,1.6563786472934594e-15,9.902373183039948e-14
APOA2,16.446666416361577,4.584922581941568,0.5769479039220186,7.946857161233878,1.9130277601147756e-15,1.1393384648592658e-13
PTPRN2,10.34252388135483,-2.616631068112581,0.3293540285260064,-7.944736792269011,1.946035497424868e-15,1.1546232500381584e-13
IFITM1,158.81497360446244,2.126087916550465,0.2678144470826933,7.938660291518892,2.043766776889987e-15,1.2080505651519274e-13
MS4A2,24.259856911749687,4.52134830873449,0.5698259870452149,7.934612340478826,2.111538171417338e-15,1.243435006336884e-13
SSR4,7.0514414510214465,-3.0924343799788057,0.3897674278560162,-7.934050305304579,2.1211211479217328e-15,1.2444174555512466e-13
NDUFV1,8.251285916884926,-2.8814510418789507,0.3632560851129631,-7.932285679351787,2.1514880911816112e-15,1.257540790247155e-13
NHP2,5.737681772631064,-3.021368740463299,0.38100172550132144,-7.930065766730549,2.190298613884824e-15,1.2754838928189292e-13
PSMA7,14.955209902322764,-2.5583415738064215,0.32303705031812585,-7.919653709340693,2.38172967773798e-15,1.3818426466079062e-13
TTC29,19.170051676412914,-2.315709272296034,0.2926546949202717,-7.912769938397557,2.5172428135365326e-15,1.4550959101924597e-13
C5orf49,29.790630525856802,-2.177964316047135,0.2753120899745052,-7.9108923848888075,2.5555036768798377e-15,1.4718016231348602e-13
MRPS31,15.396231784557502,-2.190570908305897,0.27734682042875514,-7.898309073525546,2.8271241396966113e-15,1.6222946295054679e-13
SLC44A4,51.11420427131958,-2.2365187143990326,0.2835841350164826,-7.886614370261018,3.104949939637876e-15,1.7752410145791389e-13
CELSR1,44.46536170946783,-2.3245490517306466,0.29532774797008376,-7.871082442162258,3.515858438077059e-15,2.00289283412629e-13
VPS51,12.333105277324233,-2.6974256704884354,0.34333601458845625,-7.8565182674521825,3.949582877889166e-15,2.2418516819152113e-13
SDS,13.129018501332666,3.2946061997833844,0.42078135718619314,7.829734239688622,4.889023093241026e-15,2.765111873921894e-13
RSPH1,49.30375405928113,-1.946627029733321,0.24866233634334128,-7.828395157702974,4.941367590259923e-15,2.7671704908109117e-13
ITGB4,23.10007782900791,-2.394249298305506,0.30581714523007236,-7.82902245884306,4.916778160600118e-15,2.7671704908109117e-13
GSTA2,56.06149188262075,-2.3695842735964305,0.3026949647683527,-7.828291017030404,4.945461476295022e-15,2.7671704908109117e-13
MTRNR2L6,33455.76930578634,-0.6653043134191052,0.08499720418015846,-7.827367027378204,4.981931081504386e-15,2.777691574272818e-13
MIF,8.825012208125406,-3.5419394162261453,0.45276360500095686,-7.822933153424866,5.1606512173626555e-15,2.867170285886679e-13
FAM229B,21.51851614593522,-2.1300605442052154,0.27245396759065377,-7.818056617202607,5.3645063695578055e-15,2.9699342833999076e-13
P4HB,32.21408822326723,-2.1093363868802775,0.2698749482938812,-7.815976993104632,5.453833670483698e-15,3.008793922842638e-13
UBAC1,13.510794271613442,-2.2403925139357055,0.2876776419423305,-7.787857613157257,6.8154923640659195e-15,3.746852672734561e-13
RPL37A,142.9312005478463,-1.6752745300750158,0.21518784883598477,-7.785172532450486,6.961813717159147e-15,3.813958086233215e-13
GCHFR,2.1765802478340643,-4.6686222383398075,0.5998399994196723,-7.783112568112437,7.076161739824056e-15,3.863142049835196e-13
CTTN,30.04547670806432,-1.7425052629332003,0.22393259105244148,-7.781383025774632,7.173594149985855e-15,3.9027827273435154e-13
DPCD,5.42324274874387,-2.6556457962098303,0.3414300935190454,-7.778007406548934,7.367575739768823e-15,3.9944963226339724e-13
CHCHD1,3.116619576097399,-3.7472121793585758,0.4818381401306205,-7.776910682792259,7.431703718887516e-15,4.001667040139329e-13
PTMA,153.74935820024865,-1.5350762897320627,0.1973792822647995,-7.77729188250183,7.409352041859353e-15,4.001667040139329e-13
CLDN7,14.552207830099794,-2.7197055141894526,0.35067035979370675,-7.755732522672883,8.783498045181722e-15,4.707745600782443e-13
ATAD3A,4.696735650385118,-3.5264899207581557,0.454711029502391,-7.755452786393457,8.802882443745076e-15,4.707745600782443e-13
RACK1,266.8468597505362,-1.7079433753434625,0.22052945032914684,-7.744740545057839,9.57772155016579e-15,5.104763251974804e-13
GABRE,59.95706041269171,3.2738179077026555,0.42384244721028214,7.724138838030083,1.126120482863711e-14,5.981754172995314e-13
PPIA,125.50014677488502,-1.5571580994828538,0.20179373176654294,-7.716583096269534,1.1948968639671563e-14,6.325711579850369e-13
EIF4H,23.421542304170014,-1.938796774889611,0.2518011786292349,-7.699712866492956,1.3637231733304711e-14,7.19524142760906e-13
NDUFAB1,4.1060155702397365,-3.199543612590157,0.4156303634805139,-7.698050704950872,1.3815755236699359e-14,7.265054166776723e-13
RPS23,161.7263049179674,-1.5944119245672854,0.2072796235617267,-7.6920823049086575,1.4475944184465413e-14,7.586842347078322e-13
GSN,65.38628537516936,-1.698143503428513,0.2208938715962919,-7.687598986594155,1.4992184620335625e-14,7.83129962742648e-13
CCDC78,31.94607213267181,-2.6675552313932083,0.3471581344830861,-7.683977318766167,1.5422398147805977e-14,8.002850365609022e-13
SNRPD2,15.60712695831,-2.1144467045502493,0.2751610629247441,-7.684396484282173,1.5371991055393658e-14,8.002850365609022e-13
ACO2,19.672558991916357,-2.18114995957898,0.2841765924493184,-7.675332935692012,1.6498955797109577e-14,8.533325065722166e-13
EFNA1,6.098939911119418,-3.4204515091940655,0.44593945284404124,-7.670215064802313,1.7170820026939453e-14,8.851698468313739e-13
TMED9,3.9061583941809435,-3.3085802533706006,0.4318551908044314,-7.661318710115757,1.840335236572936e-14,9.45607546556741e-13
APOL6,234.15725798830704,1.6581609473502041,0.21645563955749222,7.6605116445108115,1.8519379677743436e-14,9.484697285770686e-13
ST6GALNAC6,10.627153008301951,-2.3534696910008015,0.30737958559014933,-7.656558214437985,1.9098220504754822e-14,9.749393538839612e-13
SMIM22,5.799870071920926,-3.1288924561572586,0.40882795599837174,-7.653323140577305,1.958509361262547e-14,9.96558015764758e-13
CCR5,19.24454486349063,2.549447294289454,0.33358099930005464,7.642663400010494,2.1277371522335926e-14,1.0791745562764122e-12
TMEM9,2.951417144262424,-3.4665606775516857,0.45435455767442645,-7.629637733348532,2.354142983555415e-14,1.1901668852232088e-12
WNT7A,10.088439286364354,5.425505803578527,0.7116839763693181,7.623476126660802,2.469339860894524e-14,1.2444048279757885e-12
TUBGCP2,19.126680802988602,-2.027940907580153,0.2660600362870111,-7.62211768396709,2.4954735950434812e-14,1.2535569116571456e-12
ANKRD65,6.77147939446202,-2.714988048014491,0.35763024545964367,-7.591606365745317,3.159636439475305e-14,1.582132603116886e-12
CIRBP,26.931644789884817,-1.991504016079607,0.2624478335330749,-7.588189962439253,3.244050901714e-14,1.619244835798388e-12
TLE5,77.5500509967079,-1.743827316119253,0.22992626879105282,-7.5842891953505704,3.34314734507604e-14,1.6634273957794487e-12
WFDC21P,9.171499579611956,-2.5334187921924327,0.3340925892333943,-7.582984100322584,3.376962443888621e-14,1.6749520664120124e-12
CYP4B1,64.49591496596021,-2.14907100316231,0.2835806648694345,-7.578341083838632,3.500012626463004e-14,1.7305251108766608e-12
BSG,22.97932048509111,-2.192064927915376,0.28927678055747547,-7.577742408813354,3.51619635102505e-14,1.7330769663688669e-12
KLF4,37.48577425822471,-2.074062088309604,0.2739867694495549,-7.569935192405231,3.7341046848305686e-14,1.8347289987372196e-12
FAM92B,15.004848284211388,-2.406470783503258,0.3181083856369149,-7.564939788321,3.880443073809754e-14,1.9006917897043853e-12
ADAP2,29.108080495508126,2.5107351933498356,0.33206599131666226,7.560952518487709,4.001282989769318e-14,1.953794175408167e-12
PPP1R7,18.758254995071653,-1.8365839882091788,0.24304628338935824,-7.556519534458323,4.139977494430146e-14,2.0152590137747736e-12
MGLL,31.944526486016304,-1.8547509233289745,0.24547150338663745,-7.555870631580367,4.1606723810157993e-14,2.0190818471207226e-12
ARPC1A,14.626266159692426,-2.2120021986077,0.29309080468804566,-7.547156591835313,4.448635893069348e-14,2.1521816045147493e-12
LMNA,17.13398405536165,-2.4291038341324267,0.3219529201614141,-7.544903872636326,4.5262123246776515e-14,2.1829949810094084e-12
SPAG7,8.877538796106812,-2.367582846930773,0.3143291055509986,-7.532178233321898,4.990077913374852e-14,2.399357646238312e-12
HMGN2,63.79351914363996,-1.6692681317436477,0.22169325080463267,-7.529629908375927,5.088433881133275e-14,2.4391904241786126e-12
HSPBP1,9.501048971463591,-2.680462619736118,0.3564918305500707,-7.519001531115412,5.519613909174321e-14,2.637838586442184e-12
AQP3,81.69944536455462,-1.7138398773056247,0.22826460557612316,-7.508128003375812,5.997884447126542e-14,2.8577193079445646e-12
AC009299.1,8.12904181339762,4.582188091817944,0.6104119026350597,7.506714846216632,6.062959590388111e-14,2.866119293295782e-12
FXYD3,32.52244271076691,-1.8136293770889431,0.24158253406543395,-7.50728683306928,6.036536701762519e-14,2.866119293295782e-12
MNDA,114.84804020570147,2.40659917149559,0.3205995353524825,7.506558513410383,6.070201136344816e-14,2.866119293295782e-12
UBXN11,20.542365256852893,-2.239988321262031,0.29863465248098486,-7.500764906727157,6.344649403264359e-14,2.9867342086085483e-12
PLIN2,38.358467893716096,2.723958651771648,0.36371148230758027,7.48933917205307,6.92212475408977e-14,3.239183556802186e-12
PTTG1IP,24.110827554327297,-1.8585533557544232,0.24815735361573013,-7.489414795389781,6.918137806976693e-14,3.239183556802186e-12
GNA11,15.522290843052922,-2.2119795355422065,0.29547280702810913,-7.486237254082657,7.087622319569937e-14,3.3067859267239797e-12
RPS4X,190.2897818993767,-1.598544093583439,0.21367829427286816,-7.481078501787789,7.371512669433526e-14,3.429061943831459e-12
TSPAN15,6.642044434515658,-2.6699834441151338,0.3569778332413132,-7.479409631326473,7.46572279877851e-14,3.4626418750794842e-12
STUB1,6.701765167594566,-2.8747361730249583,0.3845910779595496,-7.47478643622439,7.732933473480769e-14,3.576026853045239e-12
UBA52,46.88591471972476,-1.8650438673442566,0.25019736328448705,-7.454290656227291,9.035261415472244e-14,4.166023907198537e-12
C11orf97,2.7135991918823676,-3.9222416155716138,0.5267277698389513,-7.446430281757978,9.589967811971069e-14,4.408861517766699e-12
HMGN3,24.534065011078834,-1.799228637113267,0.24179800785525107,-7.441039953440599,9.989572534072916e-14,4.5791851006772145e-12
ERGIC3,41.83431943499788,-1.6931729984015524,0.22773734423526698,-7.43476219979275,1.0475624310523778e-13,4.788030262626901e-12
IGFBP5,32.95321864016832,-2.0633290313718526,0.27766951138225543,-7.4308807657725096,1.0787692300963066e-13,4.9163735086389075e-12
SEC14L3,31.536757703520603,-2.5569055558010696,0.344171612777216,-7.429158771023243,1.0929049939684705e-13,4.966400352649209e-12
FCER1G,35.72085684731146,2.3514430512705933,0.31653743820576535,7.428641188856897,1.0971892675606363e-13,4.971500534252416e-12
ARF5,9.818987138955098,-2.6476018515624453,0.3564304927958612,-7.428101425314385,1.1016747284672152e-13,4.9774803895660986e-12
NME2,20.949407067100577,-2.069965561099567,0.2787420017114414,-7.426098501087869,1.1184771867813264e-13,5.038915990762979e-12
UBL5,8.583656746446696,-2.405006094386129,0.32444814334658434,-7.412605507860885,1.2384185829318578e-13,5.559587303829096e-12
IFT57,66.21696403854557,-1.7696414027905143,0.23874336815905703,-7.412316482070963,1.241121378645305e-13,5.559587303829096e-12
PTPRF,47.58917806884417,-2.2925115626915384,0.30944461531160905,-7.4084713362453956,1.2776351925967928e-13,5.706891515113458e-12
